PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,PLAYER_ID,PLAYER_NAME
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1988-89,,1988-11-13T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1988-89,,1989-02-19T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1989-90,,1990-03-04T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-01-17T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-02-28T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-04-11T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1993-94,,1993-11-14T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1993-94,,1994-03-20T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1994-95,,1995-01-01T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1994-95,,1995-02-05T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1995-96,,1996-03-03T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1996-97,,1996-11-10T00:00:00,,Award,Kia Motors,KIPWK,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,02/01/1985,,,Award,Kia Motors,KIRMO,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,03/01/1985,,,Award,Kia Motors,KIRMO,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,12/01/1984,,,Award,Kia Motors,KIRMO,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Sporting News Most Valuable Player of the Year,,1993-94,,,,Award,Sporting News,SNMVP,,165,Hakeem Olajuwon
165.0,Hakeem,Olajuwon,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,,165,Hakeem Olajuwon
1709.0,Michael,Olowokandi,Los Angeles Clippers,All-Rookie Team,2,1998-99,,,1610612746,Award,Kia Motors,KIART,,1709,Michael Olowokandi
203482.0,Kelly,Olynyk,Boston Celtics,All-Rookie Team,2,2013-14,,,1610612738,Award,Kia Motors,KIART,,203482,Kelly Olynyk
77771.0,Jose,Ortiz,Puerto Rico,Olympic Appearance,,1988,,,,Award,Olympic,Appearance,,77771,Jose Ortiz
77771.0,Jose,Ortiz,Puerto Rico,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,,77771,Jose Ortiz
77771.0,Jose,Ortiz,Puerto Rico,Olympic Appearance,,1996,,,,Award,Olympic,Appearance,,77771,Jose Ortiz
77771.0,Jose,Ortiz,Puerto Rico,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,,77771,Jose Ortiz
77775.0,Wally,Osterkorn,Syracuse Nationals,NBA Champion,,1954-55,,,,Award,Champion,,,77775,Wally Osterkorn
182.0,Billy,Owens,Golden State Warriors,All-Rookie Team,1,1991-92,,,1610612744,Award,Kia Motors,KIART,,182,Billy Owens
2071.0,Olumide,Oyedeji,Nigeria,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,,2071,Olumide Oyedeji
77788.0,Joe,Pace,Washington Bullets,NBA Champion,,1977-78,,,,Award,Champion,,,77788,Joe Pace
2585.0,Zaza,Pachulia,Golden State Warriors,NBA Champion,,2016-17,,,,Award,Champion,,,2585,Zaza Pachulia
2585.0,Zaza,Pachulia,Golden State Warriors,NBA Champion,,2017-18,,,,Award,Champion,,,2585,Zaza Pachulia
305.0,Robert,Parish,Boston Celtics,All-NBA,2,1981-82,,,1610612738,Award,Kia Motors,KIANT,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,All-NBA,3,1988-89,,,1610612738,Award,Kia Motors,KIANT,,305,Robert Parish
305.0,Robert,Parish,,Hall of Fame Inductee,,2003,,,,Award,Hall of Fame,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1980-81,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1981-82,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1982-83,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1983-84,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1984-85,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1985-86,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1986-87,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1989-90,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,,NBA All-Star,,1990-91,,,,Award,All-Star,,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,NBA Champion,,1980-81,,,,Award,Champion,,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,NBA Champion,,1983-84,,,,Award,Champion,,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,NBA Champion,,1985-86,,,,Award,Champion,,,305,Robert Parish
305.0,Robert,Parish,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,NBA Player of the Week,,1980-81,,1980-11-30T00:00:00,,Award,Kia Motors,KIPWK,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,NBA Player of the Week,,1981-82,,1982-03-21T00:00:00,,Award,Kia Motors,KIPWK,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,NBA Player of the Week,,1986-87,,1986-11-16T00:00:00,,Award,Kia Motors,KIPWK,,305,Robert Parish
305.0,Robert,Parish,Boston Celtics,NBA Player of the Week,,1998-99,,1988-12-18T00:00:00,,Award,Kia Motors,KIPWK,,305,Robert Parish
77799.0,Medford,Park,St. Louis Hawks,NBA Champion,,1957-58,,,,Award,Champion,,,77799,Medford Park
203953.0,Jabari,Parker,Milwaukee Bucks,NBA Rookie of the Month,,2014-15,11/1/2014,,East,Award,Kia Motors,KIRMO,,203953,Jabari Parker
2225.0,Tony,Parker,San Antonio Spurs,All-NBA,3,2008-09,,,1610612759,Award,Kia Motors,KIANT,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,All-NBA,2,2011-12,,,1610612759,Award,Kia Motors,KIANT,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,All-NBA,2,2012-13,,,1610612759,Award,Kia Motors,KIANT,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,All-NBA,2,2013-14,,,1610612759,Award,Kia Motors,KIANT,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,All-Rookie Team,1,2001-02,,,1610612759,Award,Kia Motors,KIART,,2225,Tony Parker
2225.0,Tony,Parker,,NBA All-Star,,2005-06,,,,Award,All-Star,,,2225,Tony Parker
2225.0,Tony,Parker,,NBA All-Star,,2006-07,,,,Award,All-Star,,,2225,Tony Parker
2225.0,Tony,Parker,,NBA All-Star,,2008-09,,,,Award,All-Star,,,2225,Tony Parker
2225.0,Tony,Parker,,NBA All-Star,,2011-12,,,,Award,All-Star,,,2225,Tony Parker
2225.0,Tony,Parker,,NBA All-Star,,2012-13,,,,Award,All-Star,,,2225,Tony Parker
2225.0,Tony,Parker,,NBA All-Star,,2013-14,,,,Award,All-Star,,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Champion,,2002-03,,,,Award,Champion,,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Champion,,2004-05,,,,Award,Champion,,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Champion,,2006-07,,,,Award,Champion,,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Champion,,2013-14,,,,Award,Champion,,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Finals Most Valuable Player,,2006-07,,,,Award,Kia Motors,KFMVP,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Month,,2012-13,01/01/2013,,West,Award,Kia Motors,KIPMO,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Week,,2005-06,,2006-02-13T00:00:00,West,Award,Kia Motors,KIPWK,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Week,,2007-08,,2007-11-25T00:00:00,West,Award,Kia Motors,KIPWK,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Week,,2008-09,,2009-02-02T00:00:00,West,Award,Kia Motors,KIPWK,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Week,,2008-09,,2009-03-30T00:00:00,West,Award,Kia Motors,KIPWK,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Week,,2010-11,,2010-12-20T00:00:00,West,Award,Kia Motors,KIPWK,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Week,,2011-12,,2012-01-30T00:00:00,West,Award,Kia Motors,KIPWK,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Player of the Week,,2012-13,,2013-01-21T00:00:00,West,Award,Kia Motors,KIPWK,,2225,Tony Parker
2225.0,Tony,Parker,San Antonio Spurs,NBA Sporting News Rookie of the Year,,2001-02,,,,Award,Sporting News,SNROY,,2225,Tony Parker
2225.0,Tony,Parker,France,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,,2225,Tony Parker
202718.0,Chandler,Parsons,Houston Rockets,All-Rookie Team,2,2011-12,,,1610612745,Award,Kia Motors,KIART,,202718,Chandler Parsons
1629672.0,Eric,Paschall,Golden State Warriors,All-Rookie Team,1,2019-20,,,West,Award,Kia Motors,KIART,,1629672,Eric Paschall
1097.0,Zarko,Paspalj,Yugoslavia,Olympic Silver Medal,,1988,,,,Award,Olympic,Silver,,1097,Zarko Paspalj
101108.0,Chris,Paul,New Orleans Hornets,All-Defensive Team,2,2007-08,,,1610612740,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,All-Defensive Team,1,2008-09,,,1610612740,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,All-Defensive Team,2,2010-11,,,1610612740,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2011-12,,,1610612746,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2012-13,,,1610612746,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2013-14,,,1610612746,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2014-15,,,1610612746,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,LA Clippers,All-Defensive Team,1,2015-16,,,West,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,LA Clippers,All-Defensive Team,1,2016-17,,,West,Award,Kia Motors,KIADT,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,All-NBA,1,2007-08,,,1610612740,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,All-NBA,2,2008-09,,,1610612740,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-NBA,3,2010-11,,,1610612746,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-NBA,1,2011-12,,,1610612746,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-NBA,1,2012-13,,,1610612746,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-NBA,1,2013-14,,,1610612746,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,All-NBA,2,2014-15,,,1610612746,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,LA Clippers,All-NBA,2,2015-16,,,West,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Oklahoma City Thunder,All-NBA,2,2019-20,,,West,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Phoenix Suns,All-NBA,2,2020-21,,,West,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,Phoenix Suns,All-NBA,3,2021-22,,,West,Award,Kia Motors,KIANT,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,All-Rookie Team,1,2005-06,,,1610612740,Award,Kia Motors,KIART,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2007-08,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2008-09,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2009-10,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2010-11,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2011-12,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2012-13,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2013-14,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2014-15,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2015-16,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2019-20,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2020-21,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,,NBA All-Star,,2021-22,,,,Award,All-Star,,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,NBA All-Star Most Valuable Player,,2012-13,,,,Award,Kia Motors,KAMVP,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2007-08,03/01/2008,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2007-08,12/01/2007,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2008-09,03/01/2009,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2008-09,11/01/2008,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2009-10,01/01/2010,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,NBA Player of the Month,,2011-12,04/01/2012,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,L.A. Clippers,NBA Player of the Month,,2012-13,12/01/2012,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,LA Clippers,NBA Player of the Month,,2016-17,4/1/2017,,West,Award,Kia Motors,KIPMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Player of the Week,,2005-06,,2006-02-06T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Week,,2007-08,,2007-12-30T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Week,,2007-08,,2008-03-23T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Week,,2008-09,,2008-11-03T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Week,,2008-09,,2008-12-22T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Week,,2008-09,,2009-01-19T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Week,,2008-09,,2009-03-23T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans Hornets,NBA Player of the Week,,2010-11,,2010-11-08T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,NBA Player of the Week,,2011-12,,2012-03-26T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,NBA Player of the Week,,2012-13,,2012-12-17T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,Los Angeles Clippers,NBA Player of the Week,,2014-15,,2015-03-16T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,LA Clippers,NBA Player of the Week,,2015-16,,2016-01-11T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,Houston Rockets,NBA Player of the Week,,2017-18,,2017-12-11T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,Phoenix Suns,NBA Player of the Week,,2021-22,,2022-01-24T00:00:00,West,Award,Kia Motors,KIPWK,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Rookie of the Month,,2005-06,01/01/2006,,East,Award,Kia Motors,KIRMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Rookie of the Month,,2005-06,02/01/2006,,West,Award,Kia Motors,KIRMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Rookie of the Month,,2005-06,03/01/2006,,West,Award,Kia Motors,KIRMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Rookie of the Month,,2005-06,04/01/2006,,West,Award,Kia Motors,KIRMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Rookie of the Month,,2005-06,11/01/2005,,West,Award,Kia Motors,KIRMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Rookie of the Month,,2005-06,12/01/2005,,West,Award,Kia Motors,KIRMO,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Rookie of the Year,,2005-06,,,,Award,Kia Motors,KIROY,,101108,Chris Paul
101108.0,Chris,Paul,New Orleans/Okla. City Hornets,NBA Sporting News Rookie of the Year,,2005-06,,,,Award,Sporting News,SNROY,,101108,Chris Paul
101108.0,Chris,Paul,USA,Olympic Gold Medal,,2008,,,,Award,Olympic,Gold,,101108,Chris Paul
101108.0,Chris,Paul,USA,Olympic Gold Medal,,2012,,,,Award,Olympic,Gold,,101108,Chris Paul
77819.0,Jim,Paxson,Portland Trail Blazers,All-NBA,2,1983-84,,,1610612757,Award,Kia Motors,KIANT,,77819,Jim Paxson
77819.0,Jim,Paxson,,NBA All-Star,,1982-83,,,,Award,All-Star,,,77819,Jim Paxson
77819.0,Jim,Paxson,,NBA All-Star,,1983-84,,,,Award,All-Star,,,77819,Jim Paxson
77820.0,John,Paxson,Chicago Bulls,NBA Champion,,1990-91,,,,Award,Champion,,,77820,John Paxson
77820.0,John,Paxson,Chicago Bulls,NBA Champion,,1991-92,,,,Award,Champion,,,77820,John Paxson
77820.0,John,Paxson,Chicago Bulls,NBA Champion,,1992-93,,,,Award,Champion,,,77820,John Paxson
203901.0,Elfrid,Payton,Orlando Magic,All-Rookie Team,1,2014-15,,,1610612753,Award,Kia Motors,KIART,,203901,Elfrid Payton
203901.0,Elfrid,Payton,Orlando Magic,NBA Rookie of the Month,,2014-15,1/1/2015,,East,Award,Kia Motors,KIRMO,,203901,Elfrid Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1993-94,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1994-95,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1995-96,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1996-97,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1997-98,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1998-99,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1999-00,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,2000-01,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,2001-02,,,1610612760,Award,Kia Motors,KIADT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,3,1993-94,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2,1994-95,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2,1995-96,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2,1996-97,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,1,1997-98,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2,1998-99,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,1,1999-00,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,3,2000-01,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2,2001-02,,,1610612760,Award,Kia Motors,KIANT,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,All-Rookie Team,2,1990-91,,,1610612760,Award,Kia Motors,KIART,,56,Gary Payton
56.0,Gary,Payton,,Hall of Fame Inductee,,2013,,,,Award,Hall of Fame,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,1993-94,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,1994-95,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,1995-96,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,1996-97,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,1997-98,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,1999-00,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,2000-01,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,2001-02,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,,NBA All-Star,,2002-03,,,,Award,All-Star,,,56,Gary Payton
56.0,Gary,Payton,Miami Heat,NBA Champion,,2005-06,,,,Award,Champion,,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,NBA Defensive Player of the Year,,1995-96,,,,Award,Kia Motors,KDPYR,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Month,,1999-00,04/01/2000,,,Award,Kia Motors,KIPMO,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,1994-95,,1995-01-08T00:00:00,,Award,Kia Motors,KIPWK,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,1998-99,,1999-02-14T00:00:00,,Award,Kia Motors,KIPWK,,56,Gary Payton
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,2001-02,,2001-12-23T00:00:00,West,Award,Kia Motors,KIPWK,,56,Gary Payton
56.0,Gary,Payton,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,,56,Gary Payton
56.0,Gary,Payton,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,,56,Gary Payton
1627780.0,Gary,Payton II,Golden State Warriors,NBA Champion,,2021-22,,,,Award,Champion,,,1627780,Gary Payton II
201593.0,Nikola,Pekovic,Minnesota Timberwolves,NBA Player of the Week,,2012-13,,2013-04-01T00:00:00,West,Award,Kia Motors,KIPWK,,201593,Nikola Pekovic
2632.0,Kirk,Penney,New Zealand,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,,2632,Kirk Penney
2632.0,Kirk,Penney,New Zealand,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,,2632,Kirk Penney
781.0,Will,Perdue,Chicago Bulls,NBA Champion,,1990-91,,,,Award,Champion,,,781,Will Perdue
781.0,Will,Perdue,Chicago Bulls,NBA Champion,,1991-92,,,,Award,Champion,,,781,Will Perdue
781.0,Will,Perdue,Chicago Bulls,NBA Champion,,1992-93,,,,Award,Champion,,,781,Will Perdue
781.0,Will,Perdue,San Antonio Spurs,NBA Champion,,1998-99,,,,Award,Champion,,,781,Will Perdue
2570.0,Kendrick,Perkins,Boston Celtics,NBA Champion,,2007-08,,,,Award,Champion,,,2570,Kendrick Perkins
64.0,Sam,Perkins,Dallas Mavericks,All-Rookie Team,1,1984-85,,,1610612742,Award,Kia Motors,KIART,,64,Sam Perkins
64.0,Sam,Perkins,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,,64,Sam Perkins
386.0,Elliot,Perry,Phoenix Suns,NBA Player of the Week,,1994-95,,1994-11-20T00:00:00,,Award,Kia Motors,KIPWK,,386,Elliot Perry
456.0,Chuck,Person,Indiana Pacers,All-Rookie Team,1,1986-87,,,1610612754,Award,Kia Motors,KIART,,456,Chuck Person
